combined_name,group_id,artifact_id,latest_release,release_count,releases_with_cves,total_releases_cve_count,low_severity_count,moderate_severity_count,high_severity_count,critical_severity_count,unknown_severity_count
org.zeroturnaround:zt-zip,org.zeroturnaround,zt-zip,1.17,14,9,9,0,9,0,0,0
org.xwiki.rendering:xwiki-rendering-macro-footnotes,org.xwiki.rendering,xwiki-rendering-macro-footnotes,16.7.0,475,406,406,0,0,406,0,0
org.xwiki.rendering:xwiki-rendering-syntax-html,org.xwiki.rendering,xwiki-rendering-syntax-html,16.7.0,455,370,370,0,0,0,370,0
ro.pippo:pippo-session,ro.pippo,pippo-session,1.14.0,27,23,23,0,0,0,23,0
org.xwiki.rendering:xwiki-rendering-syntax-annotatedhtml5,org.xwiki.rendering,xwiki-rendering-syntax-annotatedhtml5,16.7.0,370,285,285,0,0,0,285,0
org.yaml:snakeyaml,org.yaml,snakeyaml,2.2,33,30,216,0,137,79,0,0
software.amazon.cryptography:aws-database-encryption-sdk-dynamodb,software.amazon.cryptography,aws-database-encryption-sdk-dynamodb,3.6.2,13,4,4,4,0,0,0,0
tech.powerjob:powerjob,tech.powerjob,powerjob,5.1.0,16,5,22,0,9,5,8,0
software.amazon.awssdk.iotdevicesdk:aws-iot-device-sdk,software.amazon.awssdk.iotdevicesdk,aws-iot-device-sdk,1.21.0,106,49,189,0,189,0,0,0
software.amazon.ion:ion-java,software.amazon.ion,ion-java,1.5.1,13,13,13,0,0,13,0,0
top.tangyh.basic:lamp-core,top.tangyh.basic,lamp-core,3.11.0-java17,15,10,10,0,0,10,0,0
top.tangyh.basic:lamp-util,top.tangyh.basic,lamp-util,3.11.0-java17,14,9,9,0,0,9,0,0
soap:soap,soap,soap,2.3,4,4,7,0,0,3,4,0
tech.powerjob:powerjob-common,tech.powerjob,powerjob-common,5.1.0,21,11,11,0,0,0,11,0
struts:struts,struts,struts,1.2.9,12,12,57,11,24,22,0,0
us.springett:alpine,us.springett,alpine,1.10.5,28,26,52,0,26,26,0,0
xerces:xercesImpl,xerces,xercesImpl,2.12.2,20,19,85,0,51,34,0,0
xalan:xalan,xalan,xalan,2.7.3,12,11,21,0,0,21,0,0
us.codecraft:webmagic-core,us.codecraft,webmagic-core,1.0.0,30,24,24,0,0,0,24,0
uk.co.nichesolutions.logging.log4j:log4j-core,uk.co.nichesolutions.logging.log4j,log4j-core,2.6.3-CUSTOM,1,1,1,0,0,0,1,0
