combined_name,group_id,artifact_id,latest_release,release_count,releases_with_cves,total_releases_cve_count,low_severity_count,moderate_severity_count,high_severity_count,critical_severity_count,unknown_severity_count
org.apache.sshd:sshd-common,org.apache.sshd,sshd-common,2.13.2,20,15,38,0,12,15,11,0
org.apache.spark:spark-core_2.10,org.apache.spark,spark-core_2.10,2.2.3,34,34,155,0,93,28,34,0
org.apache.olingo:odata-server-core,org.apache.olingo,odata-server-core,5.0.0,24,8,8,0,8,0,0,0
org.apache.shenyu:shenyu-bootstrap,org.apache.shenyu,shenyu-bootstrap,2.6.1,8,3,3,0,0,3,0,0
org.apache.nifi:nifi-parameter,org.apache.nifi,nifi-parameter,1.27.0,36,1,1,0,1,0,0,0
org.apache.qpid:qpid-broker,org.apache.qpid,qpid-broker,9.2.0,60,21,33,0,13,12,8,0
org.apache.skywalking:oap-server,org.apache.skywalking,oap-server,10.0.1,32,12,12,0,0,0,12,0
org.apache.sling:org.apache.sling.jcr.contentloader,org.apache.sling,org.apache.sling.jcr.contentloader,2.6.0,19,6,6,0,0,6,0,0
org.apache.rocketmq:rocketmq-controller,org.apache.rocketmq,rocketmq-controller,5.3.0,7,2,2,0,0,0,2,0
org.apache.rave:rave-core,org.apache.rave,rave-core,0.23,19,8,8,0,8,0,0,0
org.apache.poi:poi,org.apache.poi,poi,5.3.0,63,52,265,0,217,48,0,0
org.apache.qpid:qpid-client,org.apache.qpid,qpid-client,6.4.0,35,5,5,0,5,0,0,0
org.apache.servicecomb:java-chassis,org.apache.servicecomb,java-chassis,2.8.19,85,13,13,0,0,13,0,0
org.apache.poi:poi-examples,org.apache.poi,poi-examples,5.3.0,48,25,25,0,25,0,0,0
org.apache.kylin:kylin-spark-project,org.apache.kylin,kylin-spark-project,4.0.3,6,4,4,0,0,0,4,0
org.apache.qpid:qpid-jms-client,org.apache.qpid,qpid-jms-client,2.5.0,72,9,9,0,0,9,0,0
org.apache.shiro:shiro-root,org.apache.shiro,shiro-root,2.0.1,37,28,29,0,1,28,0,0
org.apache.kerby:ldap-backend,org.apache.kerby,ldap-backend,2.1.0,11,9,9,0,0,0,9,0
org.apache.nifi:nifi-cdc-mysql-bundle,org.apache.nifi,nifi-cdc-mysql-bundle,1.27.0,47,38,38,0,0,38,0,0
org.apache.pulsar:pulsar-functions-worker,org.apache.pulsar,pulsar-functions-worker,3.3.1,66,53,174,0,42,132,0,0
org.apache.nifi:nifi-jolt-transform-json-ui,org.apache.nifi,nifi-jolt-transform-json-ui,1.27.0,58,52,52,0,0,52,0,0
org.apache.linkis:linkis-engineconn,org.apache.linkis,linkis-engineconn,1.6.0,12,8,8,0,0,0,8,0
org.apache.opennlp:opennlp-tools,org.apache.opennlp,opennlp-tools,2.4.0,26,9,9,0,0,0,9,0
org.apache.pulsar:pulsar-websocket,org.apache.pulsar,pulsar-websocket,3.3.1,71,50,50,0,0,50,0,0
org.apache.solr:solr-solrj-streaming,org.apache.solr,solr-solrj-streaming,9.6.1,8,4,4,0,4,0,0,0
org.apache.shiro:shiro-core,org.apache.shiro,shiro-core,2.0.1,37,33,186,0,33,35,118,0
org.apache.linkis:linkis-engineplugin-spark,org.apache.linkis,linkis-engineplugin-spark,1.6.0,12,11,11,0,0,11,0,0
org.apache.sling:org.apache.sling.i18n,org.apache.sling,org.apache.sling.i18n,2.6.4,28,26,26,0,26,0,0,0
org.apache.shenyu:shenyu,org.apache.shenyu,shenyu,2.6.1,8,3,3,0,0,3,0,0
org.apache.spark:spark-core_2.13,org.apache.spark,spark-core_2.13,3.5.2,18,8,8,0,0,0,8,0
org.apache.nifi:nifi-hbase_2-client-service,org.apache.nifi,nifi-hbase_2-client-service,1.27.0,39,30,30,0,0,30,0,0
org.apache.nifi:nifi-framework-core,org.apache.nifi,nifi-framework-core,1.27.0,70,40,40,0,0,40,0,0
org.apache.solr:solr,org.apache.solr,solr,4.10.4,33,33,54,0,54,0,0,0
org.apache.nifi:nifi-record-serialization-services,org.apache.nifi,nifi-record-serialization-services,1.27.0,47,38,38,0,0,38,0,0
org.apache.knox:gateway-service-knoxsso,org.apache.knox,gateway-service-knoxsso,2.0.0,19,17,17,0,17,0,0,0
org.apache.nifi.registry:nifi-registry-core,org.apache.nifi.registry,nifi-registry-core,1.27.0,30,10,10,0,0,10,0,0
org.apache.nutch:nutch,org.apache.nutch,nutch,1.19,26,16,16,0,0,0,16,0
org.apache.portals.pluto:chatRoomDemo,org.apache.portals.pluto,chatRoomDemo,3.0.1,2,2,2,0,2,0,0,0
org.apache.openmeetings:openmeetings-db,org.apache.openmeetings,openmeetings-db,7.2.0,29,28,28,0,28,0,0,0
org.apache.sshd:sshd-core,org.apache.sshd,sshd-core,2.13.2,44,35,52,0,9,8,35,0
org.apache.mina:mina-core,org.apache.mina,mina-core,2.0.25,67,53,101,0,53,48,0,0
org.apache.oozie:oozie-core,org.apache.oozie,oozie-core,5.2.1,9,6,11,0,11,0,0,0
org.apache.storm:storm-kafka-client,org.apache.storm,storm-kafka-client,2.6.3,28,7,7,0,0,0,7,0
org.apache.pinot:pinot,org.apache.pinot,pinot,1.2.0,20,14,27,0,0,13,14,0
org.apache.sshd:sshd-sftp,org.apache.sshd,sshd-sftp,2.13.2,25,13,13,0,13,0,0,0
org.apache.myfaces.trinidad:trinidad,org.apache.myfaces.trinidad,trinidad,2.2.1,42,31,31,0,0,0,31,0
org.apache.solr:solr-parent,org.apache.solr,solr-parent,8.11.3,109,106,516,0,173,101,242,0
org.apache.nifi:nifi-standard-processors,org.apache.nifi,nifi-standard-processors,1.27.0,70,61,91,6,0,60,25,0
org.apache.karaf:apache-karaf,org.apache.karaf,apache-karaf,4.4.5,109,100,523,0,292,131,100,0
org.apache.pulsar:pulsar,org.apache.pulsar,pulsar,3.3.1,71,47,139,0,65,0,74,0
org.apache.shardingsphere:shardingsphere-proxy,org.apache.shardingsphere,shardingsphere-proxy,5.5.0,12,6,6,0,0,0,6,0
org.apache.karaf.specs:org.apache.karaf.specs.java.xml,org.apache.karaf.specs,org.apache.karaf.specs.java.xml,4.4.5,35,2,2,0,0,0,2,0
org.apache.rave:rave-web,org.apache.rave,rave-web,0.23,19,8,8,0,8,0,0,0
org.apache.shiro:shiro-all,org.apache.shiro,shiro-all,1.13.0,31,11,11,0,0,11,0,0
org.apache.solr:solr-core,org.apache.solr,solr-core,9.6.1,120,115,962,10,375,522,55,0
org.apache.servicemix.bundles:org.apache.servicemix.bundles.collections-generic,org.apache.servicemix.bundles,org.apache.servicemix.bundles.collections-generic,4.01_1,1,1,1,0,0,0,1,0
org.apache.ozone:ozone-main,org.apache.ozone,ozone-main,1.4.0,4,3,3,0,3,0,0,0
org.apache.sling:org.apache.sling.commons.log,org.apache.sling,org.apache.sling.commons.log,5.5.0,26,24,24,0,24,0,0,0
org.apache.qpid:apache-qpid-broker-j,org.apache.qpid,apache-qpid-broker-j,9.2.0,33,11,19,0,1,18,0,0
org.apache.sling:org.apache.sling.servlets.post,org.apache.sling,org.apache.sling.servlets.post,2.6.0,29,16,31,0,22,9,0,0
org.apache.shardingsphere:shardingsphere,org.apache.shardingsphere,shardingsphere,5.5.0,21,18,20,0,0,20,0,0
org.apache.nifi:nifi-stateless,org.apache.nifi,nifi-stateless,1.27.0,33,6,6,0,0,6,0,0
org.apache.qpid:qpid-broker-plugins-amqp-0-8-protocol,org.apache.qpid,qpid-broker-plugins-amqp-0-8-protocol,9.2.0,55,8,8,0,0,0,8,0
org.apache.mesos:mesos,org.apache.mesos,mesos,1.11.0,187,179,832,0,171,661,0,0
org.apache.rocketmq:rocketmq-broker,org.apache.rocketmq,rocketmq-broker,5.3.0,33,12,12,0,9,0,3,0
org.apache.rocketmq:rocketmq-namesrv,org.apache.rocketmq,rocketmq-namesrv,5.3.0,33,26,50,0,0,0,50,0
org.apache.sentry:sentry,org.apache.sentry,sentry,2.1.0,6,4,4,0,0,4,0,0
org.apache.spark:spark-parent_2.11,org.apache.spark,spark-parent_2.11,2.4.8,37,34,34,0,0,0,34,0
org.apache.nifi:nifi-single-user-utils,org.apache.nifi,nifi-single-user-utils,1.27.0,25,5,5,0,5,0,0,0
org.apache.maven.plugins:maven-archetype-plugin,org.apache.maven.plugins,maven-archetype-plugin,3.2.1,20,1,1,1,0,0,0,0
org.apache.qpid:qpid-broker-plugins-amqp-1-0-protocol,org.apache.qpid,qpid-broker-plugins-amqp-1-0-protocol,9.2.0,55,8,8,0,0,0,8,0
org.apache.nifi:nifi-web-api,org.apache.nifi,nifi-web-api,1.27.0,70,10,20,0,10,10,0,0
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-io,org.apache.servicemix.bundles,org.apache.servicemix.bundles.commons-io,1.4_3,7,3,3,0,3,0,0,0
org.apache.pinot:pinot-controller,org.apache.pinot,pinot-controller,1.2.0,20,17,17,0,0,17,0,0
org.apache.nifi:nifi-hadoop-dbcp-service,org.apache.nifi,nifi-hadoop-dbcp-service,1.27.0,30,21,21,0,0,21,0,0
org.apache.shenyu:shenyu-admin,org.apache.shenyu,shenyu-admin,2.6.1,8,6,12,0,6,5,1,0
org.apache.portals.pluto:pluto-portal,org.apache.portals.pluto,pluto-portal,3.1.2,12,10,30,0,30,0,0,0
org.apache.linkis:linkis-datasource,org.apache.linkis,linkis-datasource,1.6.0,11,10,21,0,2,12,7,0
org.apache.nifi:nifi-web-security,org.apache.nifi,nifi-web-security,1.27.0,70,10,10,0,0,10,0,0
org.apache.ranger:ranger-plugins-common,org.apache.ranger,ranger-plugins-common,2.5.0,15,3,3,0,3,0,0,0
org.apache.nifi:nifi-dbcp-service-nar,org.apache.nifi,nifi-dbcp-service-nar,1.27.0,67,57,57,0,0,57,0,0
org.apache.sling:org.apache.sling.engine,org.apache.sling,org.apache.sling.engine,2.15.16,55,46,46,0,0,46,0,0
org.apache.myfaces.core:myfaces-core-module,org.apache.myfaces.core,myfaces-core-module,4.1.0-RC2,74,54,54,0,0,54,0,0
org.apache.nifi:nifi-jms-processors,org.apache.nifi,nifi-jms-processors,1.27.0,60,52,84,0,33,51,0,0
org.apache.shiro:shiro-web,org.apache.shiro,shiro-web,2.0.1,37,33,97,0,33,11,53,0
org.apache.linkis:linkis,org.apache.linkis,linkis,1.6.0,12,11,76,0,39,13,24,0
org.apache.nifi:nifi-ccda-processors,org.apache.nifi,nifi-ccda-processors,1.27.0,44,35,35,0,0,35,0,0
org.apache.maven.shared:maven-shared-utils,org.apache.maven.shared,maven-shared-utils,3.4.2,18,14,14,0,0,0,14,0
org.apache.sling:org.apache.sling.api,org.apache.sling,org.apache.sling.api,2.27.6,40,35,50,0,50,0,0,0
org.apache.sling:org.apache.sling.auth.core,org.apache.sling,org.apache.sling.auth.core,1.6.2,36,7,7,0,6,1,0,0
org.apache.pulsar:pulsar-broker-auth-sasl,org.apache.pulsar,pulsar-broker-auth-sasl,3.3.1,57,41,41,0,0,41,0,0
org.apache.rave:rave-portal-resources,org.apache.rave,rave-portal-resources,0.23,19,8,8,0,8,0,0,0
org.apache.pdfbox:pdfbox,org.apache.pdfbox,pdfbox,3.0.3,73,54,176,0,151,24,1,0
org.apache.poi:poi-scratchpad,org.apache.poi,poi-scratchpad,5.3.0,62,56,63,0,63,0,0,0
org.apache.tika:tika-core,org.apache.tika,tika-core,3.0.0-BETA2,61,40,217,0,79,117,21,0
org.apache.tomcat:tomcat-websocket,org.apache.tomcat,tomcat-websocket,9.0.93,313,217,217,0,217,0,0,0
org.bouncycastle:bctls-jdk18on,org.bouncycastle,bctls-jdk18on,1.78.1,10,8,24,0,24,0,0,0
org.bouncycastle:bcprov-debug-jdk15on,org.bouncycastle,bcprov-debug-jdk15on,1.70,18,18,18,0,18,0,0,0
org.apache.syncope.client.idrepo:syncope-client-idrepo-console,org.apache.syncope.client.idrepo,syncope-client-idrepo-console,3.0.8,12,11,11,0,11,0,0,0
org.apache.submarine:submarine-server-core,org.apache.submarine,submarine-server-core,0.8.0,5,5,10,0,0,5,5,0
org.bonitasoft.console:bonita-web-server,org.bonitasoft.console,bonita-web-server,10.1.0,3,1,1,0,1,0,0,0
org.apache.struts:struts-core,org.apache.struts,struts-core,1.3.10,4,4,16,0,4,12,0,0
org.apereo.cas:cas-server-support-otp-mfa-core,org.apereo.cas,cas-server-support-otp-mfa-core,7.1.0-RC6,148,30,30,0,0,30,0,0
org.apache.velocity:velocity-engine-parent,org.apache.velocity,velocity-engine-parent,2.3,4,3,3,0,0,3,0,0
org.biscuitsec:biscuit,org.biscuitsec,biscuit,4.0.0,5,2,2,2,0,0,0,0
org.apache.zeppelin:zeppelin-web,org.apache.zeppelin,zeppelin-web,0.11.1,17,11,11,0,11,0,0,0
org.apereo.cas:cas-server-support-simple-mfa,org.apereo.cas,cas-server-support-simple-mfa,7.1.0-RC6,151,21,21,0,0,21,0,0
org.apache.xmlrpc:xmlrpc,org.apache.xmlrpc,xmlrpc,3.1.3,7,7,21,0,0,7,14,0
org.bouncycastle:bcprov-jdk15on,org.bouncycastle,bcprov-jdk15on,1.70,26,26,175,0,169,3,3,0
org.bouncycastle:bcprov-debug-jdk14,org.bouncycastle,bcprov-debug-jdk14,1.78,12,10,10,0,10,0,0,0
org.apache.xmlgraphics:fop-core,org.apache.xmlgraphics,fop-core,2.9,6,6,6,0,6,0,0,0
org.bouncycastle:bcprov-jdk15to18,org.bouncycastle,bcprov-jdk15to18,1.78.1,17,15,86,15,69,2,0,0
org.apereo.cas:cas-server-core-services-api,org.apereo.cas,cas-server-core-services-api,7.1.0-RC6,187,57,57,0,0,57,0,0
org.bouncycastle:bcprov-jdk14,org.bouncycastle,bcprov-jdk14,1.78.1,36,34,360,29,243,88,0,0
org.apache.tomcat:jasper,org.apache.tomcat,jasper,6.0.53,24,20,20,0,0,0,20,0
org.apereo.cas:cas-server-support-oauth-core-api,org.apereo.cas,cas-server-support-oauth-core-api,7.1.0-RC6,135,5,5,0,0,5,0,0
org.apache.tomcat.embed:tomcat-embed-jasper,org.apache.tomcat.embed,tomcat-embed-jasper,9.0.93,389,87,87,0,0,0,87,0
org.bouncycastle:bcprov-ext-jdk15to18,org.bouncycastle,bcprov-ext-jdk15to18,1.78.1,14,8,8,0,8,0,0,0
org.apache.struts:struts2-parent,org.apache.struts,struts2-parent,6.6.0,97,38,65,0,27,38,0,0
org.apache.tomcat:tomcat-catalina-jmx-remote,org.apache.tomcat,tomcat-catalina-jmx-remote,8.5.75,224,98,98,0,0,0,98,0
org.bouncycastle:bcprov-jdk15,org.bouncycastle,bcprov-jdk15,1.46,7,7,97,7,49,41,0,0
org.bouncycastle:bcprov-ext-jdk15on,org.bouncycastle,bcprov-ext-jdk15on,1.70,25,25,84,0,82,2,0,0
org.apereo.cas:cas-server-core-web,org.apereo.cas,cas-server-core-web,7.1.0-RC6,221,142,142,0,142,0,0,0
org.apache.xmlbeans:xmlbeans,org.apache.xmlbeans,xmlbeans,5.2.1,18,5,5,0,0,0,5,0
org.apache.uima:uimaj-core,org.apache.uima,uimaj-core,3.5.0,30,26,40,0,14,26,0,0
org.apereo.cas:cas-server-support-x509-core,org.apereo.cas,cas-server-support-x509-core,7.1.0-RC6,199,25,25,0,25,0,0,0
org.apache.xmlgraphics:fop,org.apache.xmlgraphics,fop,2.9,18,10,10,0,0,10,0,0
org.apereo.cas:cas-server-support-oidc,org.apereo.cas,cas-server-support-oidc,7.1.0-RC6,221,91,91,0,0,91,0,0
org.apache.submarine:submarine-commons-utils,org.apache.submarine,submarine-commons-utils,0.8.0,5,5,5,0,5,0,0,0
org.apache.uima:uimaj-as-core,org.apache.uima,uimaj-as-core,2.10.3,8,6,6,0,6,0,0,0
org.apache.wicket:wicket-core,org.apache.wicket,wicket-core,8.16.0,142,106,239,0,0,239,0,0
org.apache.tomcat.embed:tomcat-embed-websocket,org.apache.tomcat.embed,tomcat-embed-websocket,9.0.93,353,217,217,0,217,0,0,0
org.bouncycastle:bctls-fips,org.bouncycastle,bctls-fips,2.0.19,31,29,29,0,29,0,0,0
org.bedework:bw-webdav,org.bedework,bw-webdav,5.0.1,14,2,2,0,0,2,0,0
org.apache.syncope.client:syncope-client-console,org.apache.syncope.client,syncope-client-console,2.1.14,37,15,15,0,15,0,0,0
org.apache.zeppelin:zeppelin-interpreter,org.apache.zeppelin,zeppelin-interpreter,0.11.1,18,7,14,0,7,0,7,0
org.bouncycastle:bcprov-debug-jdk15to18,org.bouncycastle,bcprov-debug-jdk15to18,1.78.1,13,7,7,0,7,0,0,0
org.apache.velocity.tools:velocity-tools-parent,org.apache.velocity.tools,velocity-tools-parent,3.1,2,1,1,0,1,0,0,0
org.apache.syncope:syncope,org.apache.syncope,syncope,3.0.8,84,24,31,0,24,7,0,0
org.apereo.cas:cas-server-support-shell,org.apereo.cas,cas-server-support-shell,7.1.0-RC6,220,90,90,0,0,90,0,0
org.apache.tika:tika-parsers,org.apache.tika,tika-parsers,3.0.0-BETA2,61,30,42,0,42,0,0,0
org.asynchttpclient:async-http-client,org.asynchttpclient,async-http-client,3.0.0,148,71,71,0,0,71,0,0
org.apache.synapse:synapse-core,org.apache.synapse,synapse-core,3.0.2,10,8,8,0,0,0,8,0
org.apache.zeppelin:sap,org.apache.zeppelin,sap,0.10.1,8,8,8,0,8,0,0,0
org.apache.xmlgraphics:batik-script,org.apache.xmlgraphics,batik-script,1.17,13,12,12,0,12,0,0,0
org.apache.xmlgraphics:batik-svgbrowser,org.apache.xmlgraphics,batik-svgbrowser,1.17,10,6,6,0,0,6,0,0
org.apache.tomcat:tomcat-util,org.apache.tomcat,tomcat-util,9.0.93,389,23,23,0,0,23,0,0
org.apache.velocity:velocity-tools,org.apache.velocity,velocity-tools,2.0,5,5,5,0,5,0,0,0
org.apache.uima:uima-ducc-parent,org.apache.uima,uima-ducc-parent,3.0.0,9,9,9,0,0,9,0,0
org.apache.tomcat.embed:tomcat-embed-core,org.apache.tomcat.embed,tomcat-embed-core,9.0.93,389,376,4259,0,1945,1893,421,0
org.apache.thrift:libthrift,org.apache.thrift,libthrift,0.20.0,22,12,31,0,5,26,0,0
org.apache.streampark:streampark,org.apache.streampark,streampark,2.1.0,2,2,4,0,2,0,2,0
org.apache.streampipes:streampipes-resource-management,org.apache.streampipes,streampipes-resource-management,0.95.1,8,6,6,0,0,0,6,0
org.apache.taglibs:taglibs-standard,org.apache.taglibs,taglibs-standard,1.2.5,3,1,1,0,0,1,0,0
org.bouncycastle:bcprov-jdk16,org.bouncycastle,bcprov-jdk16,1.46,6,6,18,0,18,0,0,0
org.bouncycastle:bcprov-debug-jdk18on,org.bouncycastle,bcprov-debug-jdk18on,1.78.1,9,3,3,0,3,0,0,0
org.apache.xmlgraphics:batik-svgrasterizer,org.apache.xmlgraphics,batik-svgrasterizer,1.17,10,9,9,0,0,9,0,0
org.bedework.caleng:bw-calendar-engine,org.bedework.caleng,bw-calendar-engine,4.1.2,15,3,3,0,0,0,3,0
org.bouncycastle:bctls-jdk15to18,org.bouncycastle,bctls-jdk15to18,1.78.1,17,15,45,0,45,0,0,0
org.apache.tapestry:tapestry-core,org.apache.tapestry,tapestry-core,5.9.0-preview,72,66,153,0,8,123,22,0
org.apache.taglibs:taglibs-standard-impl,org.apache.taglibs,taglibs-standard-impl,1.2.5,3,1,1,0,0,1,0,0
org.bouncycastle:bcprov-ext-jdk16,org.bouncycastle,bcprov-ext-jdk16,1.46,2,2,6,0,6,0,0,0
org.apache.zeppelin:zeppelin,org.apache.zeppelin,zeppelin,0.11.1,18,14,86,0,43,29,14,0
org.apache.wicket:wicket,org.apache.wicket,wicket,8.16.0,191,19,19,0,19,0,0,0
org.apache.xmlrpc:xmlrpc-common,org.apache.xmlrpc,xmlrpc-common,3.1.3,7,7,7,0,7,0,0,0
org.apache.uima:uimafit-core,org.apache.uima,uimafit-core,3.5.0,12,4,4,0,4,0,0,0
org.boofcv:boofcv-core,org.boofcv,boofcv-core,1.1.5,30,21,21,0,0,0,21,0
org.bouncycastle:bcprov-ext-jdk14,org.bouncycastle,bcprov-ext-jdk14,1.78.1,26,18,18,0,18,0,0,0
org.apache.velocity:velocity,org.apache.velocity,velocity,1.7,10,10,10,0,0,10,0,0
org.apereo.cas:cas-server-webapp,org.apereo.cas,cas-server-webapp,7.1.0-RC6,221,48,48,0,0,48,0,0
org.bouncycastle:bctls-jdk14,org.bouncycastle,bctls-jdk14,1.78.1,18,16,48,0,48,0,0,0
org.apache.tika:tika,org.apache.tika,tika,3.0.0-BETA2,50,36,173,36,137,0,0,0
org.apache.tika:tika-server,org.apache.tika,tika-server,3.0.0-BETA2,52,8,8,0,8,0,0,0
org.apache.tomcat:tomcat-jasper,org.apache.tomcat,tomcat-jasper,9.0.93,389,87,87,0,0,0,87,0
org.apereo.cas:cas-server-core-services-authentication,org.apereo.cas,cas-server-core-services-authentication,7.1.0-RC6,187,57,57,0,0,57,0,0
org.apache.syncope.client.idrepo:syncope-client-idrepo-common-ui,org.apache.syncope.client.idrepo,syncope-client-idrepo-common-ui,3.0.8,12,11,11,0,11,0,0,0
org.bouncycastle:bc-fips,org.bouncycastle,bc-fips,2.0.0,8,6,16,0,16,0,0,0
org.apache.ws.security:wss4j,org.apache.ws.security,wss4j,1.6.19,31,28,100,0,72,28,0,0
org.apache.wicket:wicket-util,org.apache.wicket,wicket-util,8.16.0,145,39,39,0,0,39,0,0
org.apache.syncope.client:syncope-client-enduser,org.apache.syncope.client,syncope-client-enduser,2.1.14,37,26,26,26,0,0,0,0
org.apache.struts.xwork:xwork-core,org.apache.struts.xwork,xwork-core,2.3.37,42,33,175,0,65,110,0,0
org.apache.zeppelin:zeppelin-server,org.apache.zeppelin,zeppelin-server,0.11.1,17,7,21,0,21,0,0,0
org.apache.struts:struts2-rest-plugin,org.apache.struts,struts2-rest-plugin,6.6.0,88,60,202,0,11,183,8,0
org.apache.tomcat:tomcat-catalina,org.apache.tomcat,tomcat-catalina,9.0.93,389,316,911,0,185,535,191,0
org.apache.zeppelin:zeppelin-jdbc,org.apache.zeppelin,zeppelin-jdbc,0.11.1,17,16,16,0,0,0,16,0
org.bouncycastle:bcpkix-jdk18on,org.bouncycastle,bcpkix-jdk18on,1.78.1,10,3,3,0,3,0,0,0
org.bonitasoft.platform:platform-resources,org.bonitasoft.platform,platform-resources,10.1.0,53,51,51,0,51,0,0,0
org.apache.zeppelin:zeppelin-shell,org.apache.zeppelin,zeppelin-shell,0.11.1,17,2,2,0,2,0,0,0
org.apache.wss4j:wss4j-ws-security-dom,org.apache.wss4j,wss4j-ws-security-dom,3.0.3,47,24,26,0,2,24,0,0
org.apache.systemds:systemds,org.apache.systemds,systemds,3.2.0,7,4,4,0,0,4,0,0
org.apache.tomee:tomee,org.apache.tomee,tomee,10.0.0-M2,47,19,19,0,0,19,0,0
org.apache.tomcat:tomcat,org.apache.tomcat,tomcat,9.0.93,365,320,3612,166,1576,1870,0,0
org.apache.tomee:tomee-webapp,org.apache.tomee,tomee-webapp,10.0.0-M2,46,8,8,0,8,0,0,0
org.apache.uima:uimaj,org.apache.uima,uimaj,2.3.1,1,1,1,0,0,1,0,0
org.apache.struts:struts2-struts1-plugin,org.apache.struts,struts2-struts1-plugin,2.3.37,55,55,55,0,0,0,55,0
org.apache.struts:struts2-core,org.apache.struts,struts2-core,6.6.0,97,94,2077,15,579,938,545,0
org.apache.tiles:tiles-core,org.apache.tiles,tiles-core,3.0.8,21,21,23,0,2,21,0,0
org.apache.tomcat:tomcat-coyote,org.apache.tomcat,tomcat-coyote,9.0.93,389,337,1157,0,575,560,22,0
org.apache.xmlgraphics:batik,org.apache.xmlgraphics,batik,1.17,9,7,37,0,12,24,1,0
org.apache.streampipes:streampipes-parent,org.apache.streampipes,streampipes-parent,0.95.1,11,9,31,0,18,13,0,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics,xmlgraphics-commons,2.9,16,12,12,0,0,12,0,0
org.apache.uima:uima-ducc-web,org.apache.uima,uima-ducc-web,3.0.0,9,8,8,0,8,0,0,0
org.apache.zookeeper:zookeeper,org.apache.zookeeper,zookeeper,3.8.4,49,47,117,0,39,34,44,0
org.apache.xmlgraphics:batik-bridge,org.apache.xmlgraphics,batik-bridge,1.17,13,12,12,0,0,12,0,0
org.apache.xmlgraphics:batik-transcoder,org.apache.xmlgraphics,batik-transcoder,1.17,13,12,12,0,0,12,0,0
org.apache.syncope:syncope-core,org.apache.syncope,syncope-core,3.0.8,84,63,274,0,95,116,63,0
org.bitbucket.b_c:jose4j,org.bitbucket.b_c,jose4j,0.9.6,45,42,138,0,83,55,0,0
org.bouncycastle:bcprov-jdk18on,org.bouncycastle,bcprov-jdk18on,1.78.1,10,8,39,8,31,0,0,0
org.apache.unomi:unomi,org.apache.unomi,unomi,2.5.0,26,9,23,0,0,17,6,0
org.apache.tomee:apache-tomee,org.apache.tomee,apache-tomee,10.0.0-M2,47,20,20,0,0,0,20,0
org.apache.struts:struts2-convention-plugin,org.apache.struts,struts2-convention-plugin,6.6.0,87,34,34,0,0,0,34,0
org.bouncycastle:bcprov-ext-jdk18on,org.bouncycastle,bcprov-ext-jdk18on,1.78.1,9,3,3,0,3,0,0,0
org.bonitasoft.engine:bonita-server,org.bonitasoft.engine,bonita-server,10.1.0,95,95,95,0,95,0,0,0
org.apache.tapestry:tapestry-project,org.apache.tapestry,tapestry-project,5.2.6,36,6,6,0,0,0,6,0
org.codehaus.plexus:plexus-utils,org.codehaus.plexus,plexus-utils,4.0.1,79,65,187,0,65,65,57,0
org.cometd.java:cometd-java-oort,org.cometd.java,cometd-java-oort,8.0.4,169,128,128,0,0,128,0,0
org.codehaus.groovy:groovy-all,org.codehaus.groovy,groovy-all,3.0.22,218,137,298,0,96,0,202,0
org.codehaus.jackson:jackson-mapper-asl,org.codehaus.jackson,jackson-mapper-asl,1.9.13,82,82,164,0,0,82,82,0
org.cloudfoundry.identity:cloudfoundry-identity-server,org.cloudfoundry.identity,cloudfoundry-identity-server,4.30.0,81,75,522,0,203,272,47,0
org.codelibs.fess:fess,org.codelibs.fess,fess,14.16.0,154,58,58,0,0,0,58,0
org.craftercms:crafter-core,org.craftercms,crafter-core,4.1.5,165,1,3,0,2,1,0,0
org.cryptacular:cryptacular,org.cryptacular,cryptacular,1.2.7,14,9,9,0,0,9,0,0
org.codehaus.castor:castor,org.codehaus.castor,castor,1.4.1,18,16,16,0,16,0,0,0
org.craftercms:crafter-studio,org.craftercms,crafter-studio,4.1.6,108,78,195,0,2,191,2,0
org.clojure:clojure,org.clojure,clojure,1.11.4,181,171,211,0,0,96,115,0
org.craftercms:crafter-search,org.craftercms,crafter-search,4.1.6,166,26,26,0,0,0,26,0
org.codehaus.janino:janino-parent,org.codehaus.janino,janino-parent,3.1.12,33,30,30,0,30,0,0,0
org.checkerframework.annotatedlib:commons-io,org.checkerframework.annotatedlib,commons-io,2.8.0.1,5,2,2,0,2,0,0,0
org.codehaus.jettison:jettison,org.codehaus.jettison,jettison,1.5.4,24,23,106,0,20,86,0,0
org.codehaus.xfire:xfire-core,org.codehaus.xfire,xfire-core,1.2.6,16,16,16,0,0,16,0,0
org.codehaus.groovy:groovy,org.codehaus.groovy,groovy,3.0.22,218,137,298,0,96,0,202,0
org.codehaus.mevenide:netbeans,org.codehaus.mevenide,netbeans,3.1.4,8,8,16,0,0,8,8,0
org.cyclonedx:cyclonedx-core-java,org.cyclonedx,cyclonedx-core-java,9.0.5,66,55,55,0,0,55,0,0
org.codehaus.plexus:plexus-archiver,org.codehaus.plexus,plexus-archiver,4.10.0,83,78,135,0,57,78,0,0
org.eclipse.jetty.ee9:jetty-ee9-servlets,org.eclipse.jetty.ee9,jetty-ee9-servlets,12.0.12,22,3,3,0,3,0,0,0
